      0.00000E+00    1.41833E+00    4.87827E-01    1.62696E+00    3.33512E+00    4.87827E-01
      5.26367E-03    1.41767E+00    4.87684E-01    1.62651E+00    3.33518E+00    4.87683E-01
      1.05265E-02    1.41689E+00    4.87532E-01    1.62604E+00    3.33524E+00    4.87530E-01
      1.57877E-02    1.41666E+00    4.87373E-01    1.62554E+00    3.33530E+00    4.87371E-01
      2.10463E-02    1.41646E+00    4.87199E-01    1.62498E+00    3.33536E+00    4.87198E-01
      2.63016E-02    1.41626E+00    4.87000E-01    1.62435E+00    3.33541E+00    4.87002E-01
      3.15527E-02    1.41606E+00    4.86766E-01    1.62358E+00    3.33545E+00    4.86773E-01
      3.67987E-02    1.41588E+00    4.86484E-01    1.62266E+00    3.33548E+00    4.86500E-01
      4.20387E-02    1.41570E+00    4.86146E-01    1.62153E+00    3.33549E+00    4.86175E-01
      4.72721E-02    1.41549E+00    4.85743E-01    1.62019E+00    3.33548E+00    4.85789E-01
      5.24984E-02    1.41514E+00    4.85271E-01    1.61860E+00    3.33545E+00    4.85340E-01
      5.77173E-02    1.41524E+00    4.84727E-01    1.61676E+00    3.33540E+00    4.84827E-01
      6.29287E-02    1.41564E+00    4.84117E-01    1.61469E+00    3.33533E+00    4.84252E-01
      6.81331E-02    1.41566E+00    4.83445E-01    1.61241E+00    3.33524E+00    4.83622E-01
      7.33312E-02    1.41567E+00    4.82723E-01    1.60995E+00    3.33514E+00    4.82950E-01
      7.85236E-02    1.41635E+00    4.81964E-01    1.60736E+00    3.33502E+00    4.82247E-01
      8.37116E-02    1.41675E+00    4.81184E-01    1.60470E+00    3.33489E+00    4.81531E-01
      8.88958E-02    1.41869E+00    4.80398E-01    1.60201E+00    3.33476E+00    4.80816E-01
      9.40773E-02    1.42115E+00    4.79625E-01    1.59937E+00    3.33463E+00    4.80121E-01
      9.92569E-02    1.42311E+00    4.78878E-01    1.59682E+00    3.33450E+00    4.79459E-01
      1.04435E-01    1.42515E+00    4.78173E-01    1.59441E+00    3.33438E+00    4.78846E-01
      1.09613E-01    1.42691E+00    4.77519E-01    1.59218E+00    3.33427E+00    4.78292E-01
      1.14790E-01    1.42824E+00    4.76927E-01    1.59016E+00    3.33418E+00    4.77806E-01
      1.19968E-01    1.42899E+00    4.76402E-01    1.58837E+00    3.33409E+00    4.77393E-01
      1.25146E-01    1.43063E+00    4.75948E-01    1.58682E+00    3.33403E+00    4.77056E-01
      1.30325E-01    1.43154E+00    4.75564E-01    1.58552E+00    3.33398E+00    4.76796E-01
      1.35505E-01    1.43256E+00    4.75251E-01    1.58446E+00    3.33394E+00    4.76609E-01
      1.40687E-01    1.43277E+00    4.75003E-01    1.58362E+00    3.33392E+00    4.76491E-01
      1.45870E-01    1.43295E+00    4.74817E-01    1.58300E+00    3.33392E+00    4.76435E-01
      1.51055E-01    1.43197E+00    4.74686E-01    1.58257E+00    3.33394E+00    4.76434E-01
      1.56241E-01    1.43243E+00    4.74603E-01    1.58231E+00    3.33396E+00    4.76480E-01
      1.61426E-01    1.43190E+00    4.74560E-01    1.58219E+00    3.33401E+00    4.76563E-01
      1.66610E-01    1.43041E+00    4.74549E-01    1.58218E+00    3.33406E+00    4.76675E-01
      1.71795E-01    1.42801E+00    4.74564E-01    1.58226E+00    3.33413E+00    4.76806E-01
      1.76980E-01    1.42515E+00    4.74597E-01    1.58240E+00    3.33420E+00    4.76948E-01
