    0.525194E-0002  0.938928E+0000  0.132238E+0001  0.147352E+0000  0.173773E+0003  0.236443E+0001 -0.449870E-0001  0.300900E+0001  0.229954E-0004  0.154515E+0000
    0.105002E-0001  0.938617E+0000  0.132150E+0001  0.146165E+0000  0.174361E+0003  0.236922E+0001 -0.105261E+0000  0.301969E+0001  0.308732E-0003  0.297626E+0000
    0.157512E-0001  0.938293E+0000  0.132059E+0001  0.145853E+0000  0.174427E+0003  0.237049E+0001 -0.163940E+0000  0.304433E+0001  0.151256E-0002  0.437169E+0000
    0.000000E+0000  0.939237E+0000  0.132325E+0001  0.151774E+0000  0.171335E+0003  0.234702E+0001  0.163995E-0001  0.301276E+0001  0.000000E+0000  0.410468E-0001
    0.000000E+0000  0.939237E+0000  0.132325E+0001  0.151774E+0000  0.171335E+0003  0.234702E+0001  0.163995E-0001  0.301276E+0001  0.000000E+0000  0.410468E-0001
    0.525194E-0002  0.938928E+0000  0.132238E+0001  0.147352E+0000  0.173773E+0003  0.236443E+0001 -0.449870E-0001  0.300900E+0001  0.229954E-0004  0.154515E+0000
    0.105002E-0001  0.938617E+0000  0.132150E+0001  0.146165E+0000  0.174361E+0003  0.236922E+0001 -0.105261E+0000  0.301969E+0001  0.308732E-0003  0.297626E+0000
    0.157512E-0001  0.938293E+0000  0.132059E+0001  0.145853E+0000  0.174427E+0003  0.237049E+0001 -0.163940E+0000  0.304433E+0001  0.151256E-0002  0.437169E+0000
    0.000000E+0000  0.939287E+0000  0.132339E+0001  0.147590E+0000  0.173765E+0003  0.236348E+0001 -0.200491E-0001  0.297509E+0001  0.000000E+0000  0.291725E-0001
    0.525186E-0002  0.938999E+0000  0.132258E+0001  0.145602E+0000  0.174840E+0003  0.237151E+0001 -0.810874E-0001  0.299198E+0001  0.211683E-0004  0.152153E+0000
    0.105017E-0001  0.938708E+0000  0.132176E+0001  0.145104E+0000  0.175032E+0003  0.237354E+0001 -0.141411E+0000  0.302284E+0001  0.306780E-0003  0.297261E+0000
    0.000000E+0000  0.939300E+0000  0.132343E+0001  0.147141E+0000  0.174035E+0003  0.236528E+0001 -0.468525E-0002  0.300038E+0001  0.000000E+0000  0.221917E-0001
    0.000000E+0000  0.939300E+0000  0.132343E+0001  0.147141E+0000  0.174035E+0003  0.236528E+0001 -0.468525E-0002  0.300038E+0001  0.000000E+0000  0.221917E-0001
    0.525625E-0002  0.939015E+0000  0.132262E+0001  0.145762E+0000  0.174750E+0003  0.237086E+0001 -0.644010E-0001  0.300420E+0001  0.206736E-0004  0.151258E+0000
    0.105091E-0001  0.938718E+0000  0.132179E+0001  0.145382E+0000  0.174868E+0003  0.237240E+0001 -0.123076E+0000  0.302180E+0001  0.305515E-0003  0.296327E+0000
    0.000000E+0000  0.939300E+0000  0.132343E+0001  0.147141E+0000  0.174035E+0003  0.236528E+0001 -0.468525E-0002  0.300038E+0001  0.000000E+0000  0.221917E-0001
    0.157652E-0001  0.938408E+0000  0.132091E+0001  0.145328E+0000  0.174785E+0003  0.237263E+0001 -0.180261E+0000  0.305245E+0001  0.150921E-0002  0.436472E+0000
    0.525625E-0002  0.939015E+0000  0.132262E+0001  0.145762E+0000  0.174750E+0003  0.237086E+0001 -0.644010E-0001  0.300420E+0001  0.206736E-0004  0.151258E+0000
    0.105091E-0001  0.938718E+0000  0.132179E+0001  0.145382E+0000  0.174868E+0003  0.237240E+0001 -0.123076E+0000  0.302180E+0001  0.305515E-0003  0.296327E+0000
    0.157652E-0001  0.938408E+0000  0.132091E+0001  0.145328E+0000  0.174785E+0003  0.237263E+0001 -0.180261E+0000  0.305245E+0001  0.150921E-0002  0.436472E+0000
    0.210224E-0001  0.938070E+0000  0.131996E+0001  0.145434E+0000  0.174595E+0003  0.237219E+0001 -0.235418E+0000  0.309484E+0001  0.465030E-0002  0.568965E+0000
    0.262797E-0001  0.937683E+0000  0.131888E+0001  0.145638E+0000  0.174329E+0003  0.237136E+0001 -0.288025E+0000  0.314714E+0001  0.110134E-0001  0.691473E+0000
    0.315356E-0001  0.937228E+0000  0.131759E+0001  0.145903E+0000  0.174002E+0003  0.237028E+0001 -0.337558E+0000  0.320694E+0001  0.220257E-0001  0.801964E+0000
    0.000000E+0000  0.939300E+0000  0.132343E+0001  0.147141E+0000  0.174035E+0003  0.236528E+0001 -0.468525E-0002  0.300038E+0001  0.000000E+0000  0.221917E-0001
    0.367886E-0001  0.936683E+0000  0.131606E+0001  0.146201E+0000  0.173622E+0003  0.236907E+0001 -0.383493E+0000  0.327133E+0001  0.391182E-0001  0.898734E+0000
    0.525625E-0002  0.939015E+0000  0.132262E+0001  0.145762E+0000  0.174750E+0003  0.237086E+0001 -0.644010E-0001  0.300420E+0001  0.206736E-0004  0.151258E+0000
    0.105091E-0001  0.938718E+0000  0.132179E+0001  0.145382E+0000  0.174868E+0003  0.237240E+0001 -0.123076E+0000  0.302180E+0001  0.305515E-0003  0.296327E+0000
    0.000000E+0000  0.939300E+0000  0.132343E+0001  0.147141E+0000  0.174035E+0003  0.236528E+0001 -0.468525E-0002  0.300038E+0001  0.000000E+0000  0.221917E-0001
    0.525625E-0002  0.939015E+0000  0.132262E+0001  0.145762E+0000  0.174750E+0003  0.237086E+0001 -0.644010E-0001  0.300420E+0001  0.206736E-0004  0.151258E+0000
    0.000000E+0000  0.939300E+0000  0.132343E+0001  0.147141E+0000  0.174035E+0003  0.236528E+0001 -0.468525E-0002  0.300038E+0001  0.000000E+0000  0.221917E-0001
    0.000000E+0000  0.939300E+0000  0.132343E+0001  0.147141E+0000  0.174035E+0003  0.236528E+0001 -0.468525E-0002  0.300038E+0001  0.000000E+0000  0.221917E-0001
    0.525625E-0002  0.939015E+0000  0.132262E+0001  0.145762E+0000  0.174750E+0003  0.237086E+0001 -0.644010E-0001  0.300420E+0001  0.206736E-0004  0.151258E+0000
    0.105091E-0001  0.938718E+0000  0.132179E+0001  0.145382E+0000  0.174868E+0003  0.237240E+0001 -0.123076E+0000  0.302180E+0001  0.305515E-0003  0.296327E+0000
    0.000000E+0000  0.939287E+0000  0.132339E+0001  0.147590E+0000  0.173765E+0003  0.236348E+0001 -0.200491E-0001  0.297509E+0001  0.000000E+0000  0.291725E-0001
    0.525186E-0002  0.938999E+0000  0.132258E+0001  0.145602E+0000  0.174840E+0003  0.237151E+0001 -0.810874E-0001  0.299198E+0001  0.211683E-0004  0.152153E+0000
    0.000000E+0000  0.939287E+0000  0.132339E+0001  0.147590E+0000  0.173765E+0003  0.236348E+0001 -0.200491E-0001  0.297509E+0001  0.000000E+0000  0.291725E-0001
