    0.000000E+0000  0.939308E+0000  0.132345E+0001  0.146796E+0000  0.174243E+0003  0.236667E+0001  0.269100E-0001  0.299481E+0001  0.000000E+0000  0.213432E-0001
    0.525940E-0002  0.939025E+0000  0.132265E+0001  0.145858E+0000  0.174696E+0003  0.237047E+0001 -0.340591E-0001  0.299813E+0001  0.203687E-0004  0.150393E+0000
    0.105171E-0001  0.938730E+0000  0.132182E+0001  0.145651E+0000  0.174711E+0003  0.237131E+0001 -0.940941E-0001  0.301604E+0001  0.304586E-0003  0.295503E+0000
    0.157751E-0001  0.938423E+0000  0.132096E+0001  0.145701E+0000  0.174567E+0003  0.237111E+0001 -0.152678E+0000  0.304776E+0001  0.150437E-0002  0.435423E+0000
    0.210336E-0001  0.938089E+0000  0.132002E+0001  0.145889E+0000  0.174330E+0003  0.237034E+0001 -0.209281E+0000  0.309191E+0001  0.463400E-0002  0.567569E+0000
    0.262912E-0001  0.937707E+0000  0.131894E+0001  0.146165E+0000  0.174023E+0003  0.236922E+0001 -0.263354E+0000  0.314647E+0001  0.109718E-0001  0.689669E+0000
    0.315459E-0001  0.937257E+0000  0.131767E+0001  0.146499E+0000  0.173658E+0003  0.236787E+0001 -0.314335E+0000  0.320884E+0001  0.219348E-0001  0.799687E+0000
    0.367972E-0001  0.936717E+0000  0.131616E+0001  0.146864E+0000  0.173242E+0003  0.236640E+0001 -0.361664E+0000  0.327580E+0001  0.389462E-0001  0.895932E+0000
    0.420445E-0001  0.936068E+0000  0.131434E+0001  0.147238E+0000  0.172782E+0003  0.236489E+0001 -0.404780E+0000  0.334367E+0001  0.632977E-0001  0.977102E+0000
    0.472874E-0001  0.935296E+0000  0.131217E+0001  0.147606E+0000  0.172283E+0003  0.236342E+0001 -0.443150E+0000  0.340855E+0001  0.960227E-0001  0.104238E+0001
    0.525257E-0001  0.934392E+0000  0.130963E+0001  0.147957E+0000  0.171745E+0003  0.236201E+0001 -0.476339E+0000  0.346673E+0001  0.137788E+0000  0.109156E+0001
    0.577590E-0001  0.933354E+0000  0.130672E+0001  0.148289E+0000  0.171172E+0003  0.236069E+0001 -0.504075E+0000  0.351525E+0001  0.188818E+0000  0.112510E+0001
    0.629874E-0001  0.932188E+0000  0.130346E+0001  0.148608E+0000  0.170561E+0003  0.235942E+0001 -0.526327E+0000  0.355237E+0001  0.248852E+0000  0.114421E+0001
    0.682109E-0001  0.930908E+0000  0.129988E+0001  0.148929E+0000  0.169910E+0003  0.235815E+0001 -0.543316E+0000  0.357785E+0001  0.317152E+0000  0.115086E+0001
    0.734301E-0001  0.929534E+0000  0.129605E+0001  0.149271E+0000  0.169215E+0003  0.235680E+0001 -0.555493E+0000  0.359274E+0001  0.392549E+0000  0.114770E+0001
    0.786452E-0001  0.928095E+0000  0.129204E+0001  0.149658E+0000  0.168472E+0003  0.235527E+0001 -0.563440E+0000  0.359897E+0001  0.473524E+0000  0.113789E+0001
    0.838567E-0001  0.926618E+0000  0.128793E+0001  0.150118E+0000  0.167680E+0003  0.235347E+0001 -0.567768E+0000  0.359867E+0001  0.558328E+0000  0.112482E+0001
    0.890654E-0001  0.925137E+0000  0.128382E+0001  0.150671E+0000  0.166837E+0003  0.235131E+0001 -0.569031E+0000  0.359375E+0001  0.645107E+0000  0.111185E+0001
    0.942717E-0001  0.923682E+0000  0.127978E+0001  0.151338E+0000  0.165946E+0003  0.234871E+0001 -0.567675E+0000  0.358571E+0001  0.732023E+0000  0.110191E+0001
    0.994762E-0001  0.922283E+0000  0.127591E+0001  0.152132E+0000  0.165011E+0003  0.234564E+0001 -0.564035E+0000  0.357560E+0001  0.817360E+0000  0.109728E+0001
    0.104680E+0000  0.920965E+0000  0.127226E+0001  0.153060E+0000  0.164040E+0003  0.234207E+0001 -0.558369E+0000  0.356416E+0001  0.899608E+0000  0.109934E+0001
    0.109882E+0000  0.919749E+0000  0.126891E+0001  0.154125E+0000  0.163041E+0003  0.233802E+0001 -0.550901E+0000  0.355196E+0001  0.977509E+0000  0.110855E+0001
    0.115085E+0000  0.918651E+0000  0.126588E+0001  0.155323E+0000  0.162023E+0003  0.233350E+0001 -0.541870E+0000  0.353954E+0001  0.105009E+0001  0.112459E+0001
    0.120287E+0000  0.917680E+0000  0.126320E+0001  0.156647E+0000  0.160996E+0003  0.232855E+0001 -0.531549E+0000  0.352747E+0001  0.111664E+0001  0.114652E+0001
    0.125490E+0000  0.916842E+0000  0.126090E+0001  0.158088E+0000  0.159969E+0003  0.232323E+0001 -0.520266E+0000  0.351639E+0001  0.117672E+0001  0.117307E+0001
    0.130694E+0000  0.916135E+0000  0.125896E+0001  0.159634E+0000  0.158947E+0003  0.231758E+0001 -0.508392E+0000  0.350696E+0001  0.123014E+0001  0.120283E+0001
    0.135896E+0000  0.915556E+0000  0.125737E+0001  0.161272E+0000  0.157938E+0003  0.231168E+0001 -0.496328E+0000  0.349987E+0001  0.127686E+0001  0.123444E+0001
    0.141098E+0000  0.915097E+0000  0.125610E+0001  0.162990E+0000  0.156945E+0003  0.230556E+0001 -0.484478E+0000  0.349580E+0001  0.131704E+0001  0.126671E+0001
    0.146299E+0000  0.914745E+0000  0.125514E+0001  0.164777E+0000  0.155972E+0003  0.229928E+0001 -0.473212E+0000  0.349527E+0001  0.135097E+0001  0.129867E+0001
    0.151499E+0000  0.914488E+0000  0.125443E+0001  0.166621E+0000  0.155019E+0003  0.229289E+0001 -0.462852E+0000  0.349860E+0001  0.137902E+0001  0.132954E+0001
    0.156698E+0000  0.914310E+0000  0.125395E+0001  0.168513E+0000  0.154087E+0003  0.228643E+0001 -0.453664E+0000  0.350602E+0001  0.140160E+0001  0.135878E+0001
    0.161896E+0000  0.914198E+0000  0.125364E+0001  0.170445E+0000  0.153173E+0003  0.227992E+0001 -0.445858E+0000  0.351763E+0001  0.141920E+0001  0.138603E+0001
    0.167092E+0000  0.914136E+0000  0.125347E+0001  0.172410E+0000  0.152277E+0003  0.227340E+0001 -0.439589E+0000  0.353353E+0001  0.143230E+0001  0.141110E+0001
    0.172288E+0000  0.914108E+0000  0.125339E+0001  0.174403E+0000  0.151396E+0003  0.226688E+0001 -0.434963E+0000  0.355364E+0001  0.144136E+0001  0.143391E+0001
    0.177484E+0000  0.914103E+0000  0.125338E+0001  0.176419E+0000  0.150526E+0003  0.226037E+0001 -0.432028E+0000  0.357795E+0001  0.144687E+0001  0.145450E+0001
    0.182679E+0000  0.914107E+0000  0.125339E+0001  0.178457E+0000  0.149666E+0003  0.225389E+0001 -0.430759E+0000  0.360577E+0001  0.144928E+0001  0.147292E+0001
    0.187874E+0000  0.914110E+0000  0.125340E+0001  0.180513E+0000  0.148812E+0003  0.224745E+0001 -0.431102E+0000  0.363686E+0001  0.144902E+0001  0.148928E+0001
    0.193069E+0000  0.914101E+0000  0.125337E+0001  0.182586E+0000  0.147962E+0003  0.224104E+0001 -0.432941E+0000  0.367028E+0001  0.144649E+0001  0.150368E+0001
    0.198265E+0000  0.914074E+0000  0.125330E+0001  0.184676E+0000  0.147113E+0003  0.223467E+0001 -0.436191E+0000  0.370553E+0001  0.144207E+0001  0.151628E+0001
    0.203461E+0000  0.914022E+0000  0.125315E+0001  0.186784E+0000  0.146264E+0003  0.222834E+0001 -0.440739E+0000  0.374230E+0001  0.143610E+0001  0.152719E+0001
    0.208658E+0000  0.913939E+0000  0.125293E+0001  0.188908E+0000  0.145413E+0003  0.222205E+0001 -0.446480E+0000  0.377963E+0001  0.142889E+0001  0.153657E+0001
    0.213856E+0000  0.913823E+0000  0.125261E+0001  0.191051E+0000  0.144559E+0003  0.221579E+0001 -0.453294E+0000  0.381807E+0001  0.142070E+0001  0.154452E+0001
    0.219055E+0000  0.913672E+0000  0.125219E+0001  0.193214E+0000  0.143700E+0003  0.220957E+0001 -0.461033E+0000  0.385608E+0001  0.141176E+0001  0.155120E+0001
    0.224253E+0000  0.913484E+0000  0.125168E+0001  0.195396E+0000  0.142836E+0003  0.220337E+0001 -0.469551E+0000  0.389480E+0001  0.140226E+0001  0.155675E+0001
    0.229452E+0000  0.913259E+0000  0.125106E+0001  0.197600E+0000  0.141968E+0003  0.219720E+0001 -0.478663E+0000  0.393260E+0001  0.139234E+0001  0.156139E+0001
    0.234649E+0000  0.913000E+0000  0.125035E+0001  0.199828E+0000  0.141094E+0003  0.219105E+0001 -0.488187E+0000  0.397043E+0001  0.138212E+0001  0.156530E+0001
    0.239847E+0000  0.912706E+0000  0.124955E+0001  0.202082E+0000  0.140215E+0003  0.218492E+0001 -0.497880E+0000  0.400666E+0001  0.137170E+0001  0.156870E+0001
    0.245044E+0000  0.912381E+0000  0.124866E+0001  0.204362E+0000  0.139331E+0003  0.217880E+0001 -0.507547E+0000  0.404210E+0001  0.136116E+0001  0.157179E+0001
    0.000000E+0000  0.939156E+0000  0.132302E+0001  0.157716E+0000  0.168048E+0003  0.232460E+0001  0.238500E-0001  0.303296E+0001  0.000000E+0000  0.587931E-0001
    0.524929E-0002  0.938821E+0000  0.132208E+0001  0.149305E+0000  0.172593E+0003  0.235667E+0001 -0.384160E-0001  0.303852E+0001  0.268186E-0004  0.162324E+0000
    0.000000E+0000  0.939308E+0000  0.132345E+0001  0.146796E+0000  0.174243E+0003  0.236667E+0001  0.269100E-0001  0.299481E+0001  0.000000E+0000  0.213432E-0001
    0.525940E-0002  0.939025E+0000  0.132265E+0001  0.145858E+0000  0.174696E+0003  0.237047E+0001 -0.340591E-0001  0.299813E+0001  0.203687E-0004  0.150393E+0000
    0.105171E-0001  0.938730E+0000  0.132182E+0001  0.145651E+0000  0.174711E+0003  0.237131E+0001 -0.940941E-0001  0.301604E+0001  0.304586E-0003  0.295503E+0000
    0.000000E+0000  0.939237E+0000  0.132325E+0001  0.151774E+0000  0.171335E+0003  0.234702E+0001  0.163995E-0001  0.301276E+0001  0.000000E+0000  0.410468E-0001
