    0.192534E+0000  0.913944E+0000  0.125294E+0001  0.181717E+0000  0.148264E+0003  0.224371E+0001 -0.499982E+0000  0.483995E+0001  0.150865E+0001  0.164310E+0001
    0.197718E+0000  0.914054E+0000  0.125324E+0001  0.183882E+0000  0.147424E+0003  0.223708E+0001 -0.506272E+0000  0.489376E+0001  0.149894E+0001  0.166109E+0001
    0.202902E+0000  0.914147E+0000  0.125350E+0001  0.186067E+0000  0.146586E+0003  0.223048E+0001 -0.513355E+0000  0.494048E+0001  0.148749E+0001  0.167690E+0001
    0.208084E+0000  0.914216E+0000  0.125369E+0001  0.188273E+0000  0.145747E+0003  0.222392E+0001 -0.521061E+0000  0.498067E+0001  0.147465E+0001  0.169063E+0001
    0.213264E+0000  0.914257E+0000  0.125380E+0001  0.190500E+0000  0.144905E+0003  0.221739E+0001 -0.529174E+0000  0.501114E+0001  0.146072E+0001  0.170245E+0001
    0.218443E+0000  0.914266E+0000  0.125382E+0001  0.192751E+0000  0.144059E+0003  0.221089E+0001 -0.537580E+0000  0.503231E+0001  0.144596E+0001  0.171252E+0001
    0.223621E+0000  0.914241E+0000  0.125375E+0001  0.195027E+0000  0.143208E+0003  0.220441E+0001 -0.546180E+0000  0.504569E+0001  0.143058E+0001  0.172100E+0001
    0.228800E+0000  0.914179E+0000  0.125359E+0001  0.197330E+0000  0.142351E+0003  0.219795E+0001 -0.554809E+0000  0.504875E+0001  0.141477E+0001  0.172811E+0001
    0.233978E+0000  0.914081E+0000  0.125332E+0001  0.199663E+0000  0.141487E+0003  0.219150E+0001 -0.563594E+0000  0.505150E+0001  0.139868E+0001  0.173404E+0001
    0.239154E+0000  0.913947E+0000  0.125295E+0001  0.202026E+0000  0.140616E+0003  0.218507E+0001 -0.572310E+0000  0.504882E+0001  0.138245E+0001  0.173904E+0001
    0.244331E+0000  0.913779E+0000  0.125249E+0001  0.204423E+0000  0.139737E+0003  0.217863E+0001 -0.581145E+0000  0.505075E+0001  0.136620E+0001  0.174331E+0001
    0.249507E+0000  0.913577E+0000  0.125193E+0001  0.206855E+0000  0.138852E+0003  0.217220E+0001 -0.589711E+0000  0.504811E+0001  0.135001E+0001  0.174701E+0001
    0.254682E+0000  0.913343E+0000  0.125129E+0001  0.209323E+0000  0.137960E+0003  0.216577E+0001 -0.598097E+0000  0.504802E+0001  0.133399E+0001  0.175025E+0001
    0.259857E+0000  0.913080E+0000  0.125057E+0001  0.211828E+0000  0.137063E+0003  0.215934E+0001 -0.605980E+0000  0.504524E+0001  0.131821E+0001  0.175313E+0001
    0.265033E+0000  0.912790E+0000  0.124978E+0001  0.214371E+0000  0.136161E+0003  0.215290E+0001 -0.613243E+0000  0.504229E+0001  0.130276E+0001  0.175567E+0001
    0.270209E+0000  0.912474E+0000  0.124891E+0001  0.216952E+0000  0.135255E+0003  0.214647E+0001 -0.619670E+0000  0.503852E+0001  0.128770E+0001  0.175789E+0001
    0.275386E+0000  0.912134E+0000  0.124798E+0001  0.219569E+0000  0.134347E+0003  0.214005E+0001 -0.625105E+0000  0.503373E+0001  0.127308E+0001  0.175980E+0001
    0.280564E+0000  0.911774E+0000  0.124700E+0001  0.222223E+0000  0.133436E+0003  0.213363E+0001 -0.629437E+0000  0.502959E+0001  0.125897E+0001  0.176141E+0001
    0.285744E+0000  0.911393E+0000  0.124596E+0001  0.224914E+0000  0.132525E+0003  0.212722E+0001 -0.632516E+0000  0.502431E+0001  0.124539E+0001  0.176273E+0001
    0.290925E+0000  0.910994E+0000  0.124487E+0001  0.227639E+0000  0.131614E+0003  0.212082E+0001 -0.634328E+0000  0.501734E+0001  0.123238E+0001  0.176382E+0001
    0.296108E+0000  0.910579E+0000  0.124373E+0001  0.230400E+0000  0.130704E+0003  0.211444E+0001 -0.634838E+0000  0.500948E+0001  0.121995E+0001  0.176471E+0001
    0.301291E+0000  0.910148E+0000  0.124255E+0001  0.233193E+0000  0.129796E+0003  0.210808E+0001 -0.634124E+0000  0.499968E+0001  0.120813E+0001  0.176543E+0001
    0.306477E+0000  0.909702E+0000  0.124134E+0001  0.236018E+0000  0.128891E+0003  0.210175E+0001 -0.632270E+0000  0.498886E+0001  0.119690E+0001  0.176595E+0001
    0.311662E+0000  0.909243E+0000  0.124008E+0001  0.238870E+0000  0.127989E+0003  0.209545E+0001 -0.629357E+0000  0.497661E+0001  0.118627E+0001  0.176627E+0001
    0.316847E+0000  0.908770E+0000  0.123880E+0001  0.241746E+0000  0.127094E+0003  0.208918E+0001 -0.625496E+0000  0.496303E+0001  0.117623E+0001  0.176629E+0001
    0.322031E+0000  0.908285E+0000  0.123747E+0001  0.244644E+0000  0.126204E+0003  0.208297E+0001 -0.620922E+0000  0.495223E+0001  0.116676E+0001  0.176599E+0001
    0.327214E+0000  0.907788E+0000  0.123612E+0001  0.247561E+0000  0.125321E+0003  0.207681E+0001 -0.615604E+0000  0.493897E+0001  0.115781E+0001  0.176534E+0001
    0.332398E+0000  0.907280E+0000  0.123474E+0001  0.250495E+0000  0.124445E+0003  0.207070E+0001 -0.609933E+0000  0.492830E+0001  0.114934E+0001  0.176446E+0001
    0.337581E+0000  0.906761E+0000  0.123332E+0001  0.253443E+0000  0.123578E+0003  0.206465E+0001 -0.604166E+0000  0.492191E+0001  0.114131E+0001  0.176333E+0001
    0.342764E+0000  0.906232E+0000  0.123189E+0001  0.256403E+0000  0.122719E+0003  0.205867E+0001 -0.598444E+0000  0.491755E+0001  0.113365E+0001  0.176198E+0001
    0.347947E+0000  0.905694E+0000  0.123042E+0001  0.259371E+0000  0.121870E+0003  0.205275E+0001 -0.592844E+0000  0.491635E+0001  0.112632E+0001  0.176034E+0001
    0.353131E+0000  0.905149E+0000  0.122894E+0001  0.262344E+0000  0.121032E+0003  0.204691E+0001 -0.587381E+0000  0.491851E+0001  0.111925E+0001  0.175832E+0001
    0.358315E+0000  0.904597E+0000  0.122744E+0001  0.265320E+0000  0.120204E+0003  0.204115E+0001 -0.581994E+0000  0.492181E+0001  0.111236E+0001  0.175590E+0001
    0.363500E+0000  0.904041E+0000  0.122593E+0001  0.268297E+0000  0.119389E+0003  0.203546E+0001 -0.576589E+0000  0.492554E+0001  0.110556E+0001  0.175324E+0001
    0.368685E+0000  0.903483E+0000  0.122442E+0001  0.271277E+0000  0.118585E+0003  0.202985E+0001 -0.571200E+0000  0.493068E+0001  0.109876E+0001  0.175064E+0001
    0.373872E+0000  0.902925E+0000  0.122291E+0001  0.274262E+0000  0.117792E+0003  0.202430E+0001 -0.565785E+0000  0.493592E+0001  0.109186E+0001  0.174841E+0001
    0.379060E+0000  0.902369E+0000  0.122141E+0001  0.277251E+0000  0.117011E+0003  0.201882E+0001 -0.560332E+0000  0.494114E+0001  0.108477E+0001  0.174674E+0001
    0.384249E+0000  0.901817E+0000  0.121991E+0001  0.280242E+0000  0.116242E+0003  0.201341E+0001 -0.554832E+0000  0.494719E+0001  0.107746E+0001  0.174569E+0001
    0.389435E+0000  0.901269E+0000  0.121843E+0001  0.283233E+0000  0.115487E+0003  0.200808E+0001 -0.549277E+0000  0.495286E+0001  0.106990E+0001  0.174527E+0001
    0.394617E+0000  0.900725E+0000  0.121696E+0001  0.286220E+0000  0.114744E+0003  0.200282E+0001 -0.543686E+0000  0.495842E+0001  0.106212E+0001  0.174541E+0001
    0.399796E+0000  0.900183E+0000  0.121550E+0001  0.289200E+0000  0.114014E+0003  0.199764E+0001 -0.538100E+0000  0.496366E+0001  0.105417E+0001  0.174592E+0001
    0.404972E+0000  0.899644E+0000  0.121404E+0001  0.292172E+0000  0.113297E+0003  0.199254E+0001 -0.532628E+0000  0.496787E+0001  0.104610E+0001  0.174676E+0001
    0.410146E+0000  0.899104E+0000  0.121258E+0001  0.295134E+0000  0.112591E+0003  0.198752E+0001 -0.527404E+0000  0.497219E+0001  0.103800E+0001  0.174785E+0001
    0.415318E+0000  0.898563E+0000  0.121112E+0001  0.298085E+0000  0.111898E+0003  0.198258E+0001 -0.522478E+0000  0.497551E+0001  0.102994E+0001  0.174913E+0001
    0.420490E+0000  0.898016E+0000  0.120965E+0001  0.301025E+0000  0.111215E+0003  0.197772E+0001 -0.517908E+0000  0.497819E+0001  0.102203E+0001  0.175056E+0001
    0.425661E+0000  0.897463E+0000  0.120816E+0001  0.303950E+0000  0.110542E+0003  0.197295E+0001 -0.513631E+0000  0.497940E+0001  0.101436E+0001  0.175196E+0001
    0.430833E+0000  0.896900E+0000  0.120664E+0001  0.306860E+0000  0.109878E+0003  0.196825E+0001 -0.509652E+0000  0.497955E+0001  0.100703E+0001  0.175317E+0001
    0.436005E+0000  0.896325E+0000  0.120510E+0001  0.309752E+0000  0.109224E+0003  0.196365E+0001 -0.505907E+0000  0.497887E+0001  0.100013E+0001  0.175398E+0001
    0.441178E+0000  0.895737E+0000  0.120352E+0001  0.312623E+0000  0.108579E+0003  0.195912E+0001 -0.502369E+0000  0.497762E+0001  0.993744E+0000  0.175430E+0001
    0.446352E+0000  0.895134E+0000  0.120190E+0001  0.315473E+0000  0.107942E+0003  0.195468E+0001 -0.498955E+0000  0.497510E+0001  0.987931E+0000  0.175405E+0001
    0.451527E+0000  0.894515E+0000  0.120024E+0001  0.318301E+0000  0.107313E+0003  0.195032E+0001 -0.495693E+0000  0.497282E+0001  0.982733E+0000  0.175320E+0001
    0.456703E+0000  0.893880E+0000  0.119853E+0001  0.321107E+0000  0.106691E+0003  0.194605E+0001 -0.492607E+0000  0.497140E+0001  0.978167E+0000  0.175176E+0001
    0.461881E+0000  0.893230E+0000  0.119679E+0001  0.323890E+0000  0.106077E+0003  0.194186E+0001 -0.489610E+0000  0.496911E+0001  0.974225E+0000  0.174973E+0001
    0.467060E+0000  0.892564E+0000  0.119500E+0001  0.326648E+0000  0.105471E+0003  0.193774E+0001 -0.486678E+0000  0.496798E+0001  0.970874E+0000  0.174710E+0001
    0.472240E+0000  0.891883E+0000  0.119318E+0001  0.329383E+0000  0.104872E+0003  0.193371E+0001 -0.483760E+0000  0.496681E+0001  0.968050E+0000  0.174402E+0001
    0.477422E+0000  0.891190E+0000  0.119133E+0001  0.332096E+0000  0.104281E+0003  0.192975E+0001 -0.480811E+0000  0.496353E+0001  0.965668E+0000  0.174077E+0001
    0.482606E+0000  0.890486E+0000  0.118945E+0001  0.334788E+0000  0.103696E+0003  0.192586E+0001 -0.477913E+0000  0.496169E+0001  0.963636E+0000  0.173747E+0001
    0.487791E+0000  0.889771E+0000  0.118754E+0001  0.337460E+0000  0.103120E+0003  0.192203E+0001 -0.475140E+0000  0.495892E+0001  0.961861E+0000  0.173426E+0001
    0.492977E+0000  0.889049E+0000  0.118561E+0001  0.340110E+0000  0.102550E+0003  0.191828E+0001 -0.472546E+0000  0.495573E+0001  0.960261E+0000  0.173105E+0001
    0.498166E+0000  0.888319E+0000  0.118367E+0001  0.342738E+0000  0.101989E+0003  0.191459E+0001 -0.470237E+0000  0.495410E+0001  0.958752E+0000  0.172770E+0001
    0.503355E+0000  0.887584E+0000  0.118171E+0001  0.345344E+0000  0.101435E+0003  0.191097E+0001 -0.468223E+0000  0.495070E+0001  0.957252E+0000  0.172441E+0001
    0.508547E+0000  0.886845E+0000  0.117974E+0001  0.347930E+0000  0.100889E+0003  0.190741E+0001 -0.466373E+0000  0.494838E+0001  0.955678E+0000  0.172124E+0001
    0.513740E+0000  0.886102E+0000  0.117776E+0001  0.350496E+0000  0.100351E+0003  0.190391E+0001 -0.464523E+0000  0.494521E+0001  0.953965E+0000  0.171838E+0001
    0.518934E+0000  0.885356E+0000  0.117578E+0001  0.353041E+0000  0.998201E+0002  0.190047E+0001 -0.462453E+0000  0.493993E+0001  0.952066E+0000  0.171590E+0001
    0.524130E+0000  0.884608E+0000  0.117380E+0001  0.355565E+0000  0.992971E+0002  0.189708E+0001 -0.460061E+0000  0.493443E+0001  0.949957E+0000  0.171376E+0001
    0.529323E+0000  0.883857E+0000  0.117181E+0001  0.358065E+0000  0.987821E+0002  0.189376E+0001 -0.457416E+0000  0.492629E+0001  0.947638E+0000  0.171207E+0001
    0.534516E+0000  0.883104E+0000  0.116981E+0001  0.360540E+0000  0.982748E+0002  0.189051E+0001 -0.454624E+0000  0.491680E+0001  0.945128E+0000  0.171075E+0001
    0.539708E+0000  0.882348E+0000  0.116781E+0001  0.362988E+0000  0.977751E+0002  0.188731E+0001 -0.451831E+0000  0.490632E+0001  0.942467E+0000  0.170971E+0001
    0.544898E+0000  0.881588E+0000  0.116580E+0001  0.365408E+0000  0.972830E+0002  0.188418E+0001 -0.449163E+0000  0.489438E+0001  0.939711E+0000  0.170896E+0001
    0.550088E+0000  0.880822E+0000  0.116377E+0001  0.367800E+0000  0.967979E+0002  0.188111E+0001 -0.446703E+0000  0.488261E+0001  0.936925E+0000  0.170834E+0001
    0.555277E+0000  0.880051E+0000  0.116173E+0001  0.370160E+0000  0.963198E+0002  0.187810E+0001 -0.444485E+0000  0.487075E+0001  0.934179E+0000  0.170764E+0001
    0.560467E+0000  0.879271E+0000  0.115968E+0001  0.372488E+0000  0.958483E+0002  0.187516E+0001 -0.442508E+0000  0.485864E+0001  0.931532E+0000  0.170670E+0001
    0.565656E+0000  0.878483E+0000  0.115760E+0001  0.374784E+0000  0.953830E+0002  0.187228E+0001 -0.440732E+0000  0.484718E+0001  0.929033E+0000  0.170547E+0001
    0.570845E+0000  0.877685E+0000  0.115550E+0001  0.377050E+0000  0.949233E+0002  0.186946E+0001 -0.439114E+0000  0.483644E+0001  0.926708E+0000  0.170402E+0001
    0.576035E+0000  0.876876E+0000  0.115337E+0001  0.379285E+0000  0.944688E+0002  0.186670E+0001 -0.437577E+0000  0.482605E+0001  0.924572E+0000  0.170237E+0001
    0.581224E+0000  0.876056E+0000  0.115121E+0001  0.381491E+0000  0.940192E+0002  0.186400E+0001 -0.436011E+0000  0.481560E+0001  0.922630E+0000  0.170046E+0001
    0.586414E+0000  0.875225E+0000  0.114903E+0001  0.383668E+0000  0.935744E+0002  0.186135E+0001 -0.434341E+0000  0.480462E+0001  0.920868E+0000  0.169827E+0001
    0.591604E+0000  0.874383E+0000  0.114682E+0001  0.385818E+0000  0.931338E+0002  0.185875E+0001 -0.432558E+0000  0.479311E+0001  0.919262E+0000  0.169586E+0001
    0.596795E+0000  0.873530E+0000  0.114458E+0001  0.387941E+0000  0.926973E+0002  0.185620E+0001 -0.430694E+0000  0.478148E+0001  0.917775E+0000  0.169335E+0001
    0.601985E+0000  0.872665E+0000  0.114232E+0001  0.390041E+0000  0.922647E+0002  0.185370E+0001 -0.428797E+0000  0.477044E+0001  0.916365E+0000  0.169097E+0001
    0.607177E+0000  0.871791E+0000  0.114003E+0001  0.392117E+0000  0.918358E+0002  0.185124E+0001 -0.426892E+0000  0.476032E+0001  0.914997E+0000  0.168894E+0001
    0.612369E+0000  0.870907E+0000  0.113772E+0001  0.394171E+0000  0.914105E+0002  0.184882E+0001 -0.425017E+0000  0.475140E+0001  0.913650E+0000  0.168728E+0001
    0.617562E+0000  0.870013E+0000  0.113538E+0001  0.396200E+0000  0.909892E+0002  0.184645E+0001 -0.423237E+0000  0.474393E+0001  0.912324E+0000  0.168587E+0001
    0.622756E+0000  0.869110E+0000  0.113303E+0001  0.398200E+0000  0.905720E+0002  0.184413E+0001 -0.421660E+0000  0.473849E+0001  0.911034E+0000  0.168452E+0001
    0.627951E+0000  0.868198E+0000  0.113065E+0001  0.400172E+0000  0.901590E+0002  0.184185E+0001 -0.420368E+0000  0.473519E+0001  0.909807E+0000  0.168315E+0001
    0.633145E+0000  0.867276E+0000  0.112825E+0001  0.402113E+0000  0.897503E+0002  0.183963E+0001 -0.419355E+0000  0.473375E+0001  0.908677E+0000  0.168162E+0001
    0.638341E+0000  0.866347E+0000  0.112583E+0001  0.404022E+0000  0.893461E+0002  0.183745E+0001 -0.418559E+0000  0.473362E+0001  0.907680E+0000  0.167979E+0001
    0.643536E+0000  0.865409E+0000  0.112340E+0001  0.405900E+0000  0.889465E+0002  0.183532E+0001 -0.417954E+0000  0.473432E+0001  0.906840E+0000  0.167762E+0001
    0.648732E+0000  0.864465E+0000  0.112095E+0001  0.407747E+0000  0.885512E+0002  0.183324E+0001 -0.417570E+0000  0.473581E+0001  0.906167E+0000  0.167526E+0001
    0.653928E+0000  0.863515E+0000  0.111849E+0001  0.409568E+0000  0.881600E+0002  0.183120E+0001 -0.417389E+0000  0.473786E+0001  0.905655E+0000  0.167289E+0001
    0.659125E+0000  0.862559E+0000  0.111601E+0001  0.411362E+0000  0.877729E+0002  0.182920E+0001 -0.417321E+0000  0.474020E+0001  0.905295E+0000  0.167063E+0001
    0.664323E+0000  0.861599E+0000  0.111353E+0001  0.413132E+0000  0.873899E+0002  0.182723E+0001 -0.417192E+0000  0.474191E+0001  0.905082E+0000  0.166848E+0001
    0.669521E+0000  0.860635E+0000  0.111104E+0001  0.414875E+0000  0.870109E+0002  0.182531E+0001 -0.416875E+0000  0.474238E+0001  0.905009E+0000  0.166634E+0001
    0.674718E+0000  0.859666E+0000  0.110854E+0001  0.416591E+0000  0.866363E+0002  0.182343E+0001 -0.416344E+0000  0.474161E+0001  0.905072E+0000  0.166411E+0001
    0.679916E+0000  0.858694E+0000  0.110603E+0001  0.418278E+0000  0.862659E+0002  0.182159E+0001 -0.415616E+0000  0.473921E+0001  0.905258E+0000  0.166178E+0001
    0.685113E+0000  0.857718E+0000  0.110352E+0001  0.419938E+0000  0.858996E+0002  0.181979E+0001 -0.414814E+0000  0.473611E+0001  0.905557E+0000  0.165942E+0001
    0.690308E+0000  0.856738E+0000  0.110100E+0001  0.421568E+0000  0.855375E+0002  0.181802E+0001 -0.413975E+0000  0.473240E+0001  0.905955E+0000  0.165707E+0001
    0.695503E+0000  0.855753E+0000  0.109847E+0001  0.423170E+0000  0.851794E+0002  0.181630E+0001 -0.413135E+0000  0.472862E+0001  0.906442E+0000  0.165483E+0001
    0.700698E+0000  0.854764E+0000  0.109593E+0001  0.424743E+0000  0.848251E+0002  0.181462E+0001 -0.412362E+0000  0.472545E+0001  0.907011E+0000  0.165281E+0001
    0.705893E+0000  0.853768E+0000  0.109338E+0001  0.426285E+0000  0.844743E+0002  0.181297E+0001 -0.411674E+0000  0.472279E+0001  0.907661E+0000  0.165100E+0001
    0.711091E+0000  0.852764E+0000  0.109081E+0001  0.427795E+0000  0.841269E+0002  0.181137E+0001 -0.411065E+0000  0.472037E+0001  0.908397E+0000  0.164931E+0001
    0.716289E+0000  0.851752E+0000  0.108822E+0001  0.429272E+0000  0.837828E+0002  0.180981E+0001 -0.410530E+0000  0.471810E+0001  0.909227E+0000  0.164764E+0001
    0.721489E+0000  0.850729E+0000  0.108561E+0001  0.430713E+0000  0.834418E+0002  0.180830E+0001 -0.410073E+0000  0.471615E+0001  0.910157E+0000  0.164594E+0001
    0.726689E+0000  0.849695E+0000  0.108297E+0001  0.432118E+0000  0.831037E+0002  0.180682E+0001 -0.409695E+0000  0.471464E+0001  0.911187E+0000  0.164420E+0001
    0.731890E+0000  0.848650E+0000  0.108031E+0001  0.433488E+0000  0.827682E+0002  0.180540E+0001 -0.409379E+0000  0.471344E+0001  0.912311E+0000  0.164235E+0001
    0.737090E+0000  0.847593E+0000  0.107762E+0001  0.434824E+0000  0.824352E+0002  0.180401E+0001 -0.409079E+0000  0.471248E+0001  0.913519E+0000  0.164029E+0001
    0.742291E+0000  0.846524E+0000  0.107490E+0001  0.436126E+0000  0.821046E+0002  0.180266E+0001 -0.408708E+0000  0.471157E+0001  0.914787E+0000  0.163785E+0001
    0.747492E+0000  0.845444E+0000  0.107216E+0001  0.437395E+0000  0.817762E+0002  0.180135E+0001 -0.408177E+0000  0.471062E+0001  0.916079E+0000  0.163486E+0001
    0.752693E+0000  0.844353E+0000  0.106940E+0001  0.438632E+0000  0.814504E+0002  0.180008E+0001 -0.407487E+0000  0.470960E+0001  0.917339E+0000  0.163124E+0001
    0.757895E+0000  0.843254E+0000  0.106662E+0001  0.439839E+0000  0.811270E+0002  0.179884E+0001 -0.406716E+0000  0.470868E+0001  0.918484E+0000  0.162712E+0001
    0.763098E+0000  0.842149E+0000  0.106382E+0001  0.441019E+0000  0.808061E+0002  0.179764E+0001 -0.405959E+0000  0.470795E+0001  0.919418E+0000  0.162281E+0001
    0.768301E+0000  0.841039E+0000  0.106102E+0001  0.442177E+0000  0.804877E+0002  0.179646E+0001 -0.405290E+0000  0.470734E+0001  0.920041E+0000  0.161865E+0001
    0.773503E+0000  0.839927E+0000  0.105822E+0001  0.443314E+0000  0.801720E+0002  0.179531E+0001 -0.404762E+0000  0.470696E+0001  0.920263E+0000  0.161493E+0001
    0.778704E+0000  0.838815E+0000  0.105542E+0001  0.444431E+0000  0.798594E+0002  0.179418E+0001 -0.404376E+0000  0.470665E+0001  0.920023E+0000  0.161177E+0001
    0.783904E+0000  0.837704E+0000  0.105262E+0001  0.445526E+0000  0.795499E+0002  0.179307E+0001 -0.404107E+0000  0.470624E+0001  0.919288E+0000  0.160906E+0001
